SKU,Name,Description,OriginalPrice,SellingPrice,Availability,size,productLine,ColorID,CategoryID
GQ1095,Classic 3-Stripes Swim Shorts,"Surfing, paddleboarding or just floating on a raft. Whatever you do in the water, these adidas swim shorts keep you comfortable. They have a very short length and inner briefs for full coverage. Lightweight, quick-drying fabric lets you transition easily from sea to land. 

Made with a series of  recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.",35.0,32,InStock,XL,Men,CL00177,CT074
GL3961,Designed 2 Move 7/8 Sport Tights (Maternity),"These adidas maternity sport tights balance support with lightweight comfort. A high-rise elastic waist and specially designed maternity fit give you the confidence to move through your workout, whether it's a neighborhood jog, yoga class or circuit at the gym. Classic, minimalist adidas style is clean and crisp, and AEROREADY keeps you dry.

This product is made with Primegreen, a series of high-performance recycled materials.",45.0,36,InStock,L,Women,CL00013,CT069
H39784,adidas Sportswear Future Icons 3-Stripes Tee,"It doesn't matter where you are. Your mind is always in the same place. Your dedication to sport is obvious, but this adidas t-shirt makes it even more clear with a flash of diagonal 3-Stripes across the sleeves. Whether you're in game-plan mode, celebrating after practice or just in total reset mode — the soft cotton material makes sure you stay comfortable.",30.0,24,InStock,XL,Men,CL00191,CT075
GN8269,LOUNGEWEAR Tights,"Is there anything more versatile than leggings? They can easily go the sporty route, keeping things casual and comfortable. Thank the soft cotton here for that. (And the added stretch, that makes sure that however you're moving, or not moving, you feel good.) Plus all it takes is shrugging on a blazer and we're talking mellow sophistication. The high-rise waist isn't just about coverage, though it offers plenty of that, but it also adds an on point look perfect for crop tops or an oversize tee tuck. Basically, these adidas tights are all about ease.",35.0,28,InStock,XL,Women,CL00126,CT076
H40972,adidas Sportswear W.N.D. Windbreaker,"Sometimes one day can feel like a trip across three seasons. This adidas windbreaker is a versatile piece for the transitional months. It's built for commuters, with a design you can pack away into a pouch that snaps around your waist. The lightweight fabric has a loose cut, so it's easy to layer. 

This product is made with Primegreen, a series of high-performance recycled materials.",85.0,68,InStock,M,Women,CL00046,CT077
GU0325,Classic 3-Stripes Swim Shorts,"Surfing, paddleboarding or just floating on a raft. Whatever you do in the water, these adidas swim shorts keep you comfortable. They have a very short length and inner briefs for full coverage. Lightweight, quick-drying fabric lets you transition easily from sea to land. 

Made with a series of  recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.",35.0,28,InStock,XXL,Men,CL00100,CT074
H39751,adidas Sportswear Future Icons Logo Graphic Tee,"There are times to go hard, and then there are moments to give into the stillness. Both are a showcase of strength. Whatever the speed, this adidas t-shirt is down for it. Soft material hangs on the body with a loose, casual shape for total comfort. A logo graphic on the front puts your dedication on full display — not like it wasn't already clear.",30.0,24,InStock,XXL,Men,CL00127,CT029
HA7682,adidas Sportswear Future Icons Logo Graphic Tee,"There are times to go hard, and then there are moments to give into the stillness. Both are a showcase of strength. Whatever the speed, this adidas t-shirt is down for it. Soft material hangs on the body with a loose, casual shape for total comfort. A logo graphic on the front puts your dedication on full display — not like it wasn't already clear.",30.0,21,InStock,XL,Men,CL00022,CT029
H39778,adidas Sportswear Future Icons 3-Stripes Hoodie,"Where your physical body is may change, but where your head is at is consistent. Lounging. Recovering. Prepping. Being. Moving. This adidas hoodie shows off your commitment to the game. Contrast 3-Stripes wrap around from the shoulders, flashing a pop of the iconic sign-off down the sleeves. Super soft, the cozy doubleknit material makes sure you feel good whatever you're doing.",65.0,46,InStock,S,Men,CL00212,CT035
H33318,AEROREADY Warrior Tee,Stand amped up and ready in the first row at boot camp in this adidas t-shirt. The slim fit hugs your body when you go down for push-ups and explode back up for squat jacks. AEROREADY keeps you dry so you have stamina to spare when your instructor picks up the pace.,40.0,32,InStock,XXL,Men,CL00027,CT049
H39752,adidas Sportswear Future Icons Logo Graphic Tee,"There are times to go hard, and then there are moments to give into the stillness. Both are a showcase of strength. Whatever the speed, this adidas t-shirt is down for it. Soft material hangs on the body with a loose, casual shape for total comfort. A logo graphic on the front puts your dedication on full display — not like it wasn't already clear.",30.0,24,InStock,L,Men,CL00126,CT029
H39796,adidas Sportswear Future Icons Logo Graphic Pants,"Workout done. Endorphins pumping. No need to slow the vibe down, just throw on these adidas pants and keep it flowing. They're all about feeling good, as evident from the soft French terry fabric that settles you right into total, absolute comfort. Which is well deserved, we might add. Recycled materials go ahead and up the game. Because with these pants, they go beyond feeling good. They do good, too.",55.0,44,InStock,L,Men,CL00046,CT072
GR4086,adidas Sportswear Future Icons 3-Stripes Hoodie,"Where your physical body is may change, but where your head is at is consistent. Lounging. Recovering. Prepping. Being. Moving. This adidas hoodie shows off your commitment to the game. Contrast 3-Stripes wrap around from the shoulders, flashing a pop of the iconic sign-off down the sleeves. Super soft, the cozy doubleknit material makes sure you feel good whatever you're doing.",65.0,52,InStock,XXL,Men,CL00177,CT035
H33317,AEROREADY Warrior Tee,Stand amped up and ready in the first row at boot camp in this adidas t-shirt. The slim fit hugs your body when you go down for push-ups and explode back up for squat jacks. AEROREADY keeps you dry so you have stamina to spare when your instructor picks up the pace.,40.0,32,InStock,XL,Men,CL00115,CT049
GZ2916,Adilette Comfort Slides,"From yoga on the beach directly to brunch? We've got you covered. You'll move with easy freedom all summer in these comfortable slip-ons. These adidas slides feature a playful floral print, giving you a kick of extra energy and style wherever you go.",35.0,28,InStock,XL,Women,CL00115,CT070
H39779,adidas Sportswear Future Icons 3-Stripes Pants,"Where your physical body is may change, but where your head is at is consistent. Lounging. Recovering. Prepping. Being. Moving. These adidas pants show off your commitment to the game. Contrast 3-Stripes wrap slightly from the hip, flashing just a slight pop of the iconic sign-off from the front. Super soft, the cotton blend material makes sure you feel good whatever you're doing.",55.0,44,InStock,M,Men,CL00142,CT078
GR4097,adidas Sportswear Future Icons 3-Stripes Shorts,"Where your physical body is may change, but where your head is at is consistent. Lounging. Recovering. Prepping. Being. Moving. These adidas shorts show off your commitment to the game. Contrast 3-Stripes wrap slightly from the hip, flashing just a slight pop of the iconic sign-off from the front. Super soft, the cotton blend material makes sure you feel good whatever you're doing.",40.0,32,InStock,XL,Men,CL00179,CT079
H39793,adidas Sportswear Future Icons 3-Stripes Tee,"It doesn't matter where you are. Your mind is always in the same place. Your dedication to sport is obvious, but this adidas t-shirt makes it even more clear with a flash of diagonal 3-Stripes across the sleeves. Whether you're in game-plan mode, celebrating after practice or just in total reset mode — the soft cotton material makes sure you stay comfortable.",30.0,24,InStock,S,Men,CL00181,CT075
GU0324,Classic 3-Stripes Swim Shorts,"Surfing, paddleboarding or just floating on a raft. Whatever you do in the water, these adidas swim shorts keep you comfortable. They have a very short length and inner briefs for full coverage. Lightweight, quick-drying fabric lets you transition easily from sea to land. 

Made with a series of  recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.",35.0,28,InStock,XXL,Men,CL00121,CT074
GR4106,adidas Sportswear Future Icons Logo Graphic Hoodie,"Workout? Check. Endorphins flowing? Strong. Don't mess with the vibe you've just created. Keep it going with this adidas hoodie. Soft French terry fabric serves up that well-deserved comfort and helps you settle in and really enjoy that post-workout bliss. Recycled materials go ahead and up the game. Because with this sweatshirt, it goes beyond feeling good. It does good, too.",60.0,48,InStock,L,Men,CL00160,CT080
GV9739,Adilette Comfort Slides,Rejuvenate tired feet in these women's slides. The lightweight slides have a Cloudfoam Plus contoured footbed that delivers plush cushioning with every step. The classic design features a bandage upper with contrast 3-Stripes.,35.0,28,InStock,XXL,Women,CL00075,CT070
GZ2914,Adilette Comfort Slides,"From yoga on the beach directly to brunch? We've got you covered. You'll move with easy freedom all summer in these comfortable slip-ons. These adidas slides feature a playful floral print, giving you a kick of extra energy and style wherever you go.",35.0,28,InStock,L,Women,CL00067,CT070
H39790,adidas Sportswear Future Icons 3-Stripes Shorts,"Where your physical body is may change, but where your head is at is consistent. Lounging. Recovering. Prepping. Being. Moving. These adidas shorts show off your commitment to the game. Contrast 3-Stripes wrap slightly from the hip, flashing just a slight pop of the iconic sign-off from the front. Super soft, the cotton blend material makes sure you feel good whatever you're doing.",40.0,28,InStock,S,Men,CL00088,CT079
H39749,adidas Sportswear Future Icons Logo Graphic Tee,"There are times to go hard, and then there are moments to give into the stillness. Both are a showcase of strength. Whatever the speed, this adidas t-shirt is down for it. Soft material hangs on the body with a loose, casual shape for total comfort. A logo graphic on the front puts your dedication on full display — not like it wasn't already clear.",30.0,24,InStock,XL,Men,CL00176,CT029
H06605,Hamburg Shoes,"Back in '82, the adidas Hamburg set the standard for training shoes. Today, the timeless look does the same for everyday comfort. The versatile design of this juniors' version stays true to the original with a low-profile, serrated 3-Stripes and a premium leather upper. Contrast colors make sure they stand out.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",70.0,56,InStock,XXL,Kids,CL00015,CT081
GU8969,adidas Sportswear Future Icons Logo Graphic Hoodie,"Workout? Check. Endorphins flowing? Strong. Don't mess with the vibe you've just created. Keep it going with this adidas hoodie. Soft French terry fabric serves up that well-deserved comfort and helps you settle in and really enjoy that post-workout bliss. Recycled materials go ahead and up the game. Because with this sweatshirt, it goes beyond feeling good. It does good, too.",60.0,42,InStock,S,Men,CL00125,CT080
H39781,adidas Sportswear Future Icons 3-Stripes Hoodie,"Where your physical body is may change, but where your head is at is consistent. Lounging. Recovering. Prepping. Being. Moving. This adidas hoodie shows off your commitment to the game. Contrast 3-Stripes wrap around from the shoulders, flashing a pop of the iconic sign-off down the sleeves. Super soft, the cozy doubleknit material makes sure you feel good whatever you're doing.",65.0,46,InStock,L,Men,CL00098,CT035
H02815,Ultraboost Slip-On DNA Shoes,"Swift, light and even more effortless than before. These adidas Ultraboost running shoes have a slip-on design that gets you out the door fast and a soft upper that adapts to your foot for a barely-there feel. The Boost midsole returns energy endlessly as you rack up the miles and a flexible sole keeps your stride smooth over blacktop, dirt and slick surfaces. Whatever the distance, whatever the destination, enjoy the ride.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",180.0,108,InStock,S,Women,CL00175,CT082
H04641,Bryony Shoes,"Sleek, simple and full of slam dunk energy. Step out in these adidas shoes and stride smoothly in fresh style that got its start on the B-ball court. Whether you've got an impossible to-do list or a carefree weekend ahead of you, the women's specific fit ensures comfort at every step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",80.0,64,InStock,XL,Women,CL00136,CT083
GZ8185,Racer TR21 Shoes,"Bring the comfort and athletic style of running footwear to your everyday look in these adidas shoes. Step through your day confidently with a snug fit and a lightweight midsole that cushions your feet with every step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",75.0,60,InStock,M,Men,CL00078,CT040
GZ8184,Racer TR21 Shoes,"Bring the comfort and athletic style of running footwear to your everyday look in these adidas shoes. Step through your day confidently with a snug fit and a lightweight midsole that cushions your feet with every step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",75.0,60,InStock,S,Men,CL00106,CT040
FX6530,ZX 2K Boost Shoes,"If there was ever a time when culture and technology fueled each other, it's now. Which means the ZX series was ahead of the game back in the '80s. These juniors' adidas shoes carry on the legacy in a design that mixes bright colors and reflective details. Take a page out of the ZX playbook and change the game yourself. Boost ensures comfort as you do.",120.0,84,InStock,M,Kids,CL00173,CT039
H04756,Cloudfoam Pure 2.0  Shoes,"Step into these shoes for crisp, clean style and comfort. Thanks to their heritage adidas vibes, these running-inspired trainers make it easy to look calm, cool and collected. Whether you're hanging out with friends or trying not to get frazzled as you tick off your weekend to-do list, stay comfortable through it all. 

This product is made with Primegreen, a series of high-performance recycled materials.",70.0,63,InStock,S,Women,CL00114,CT023
H04642,Bryony Shoes,"Sleek, simple and full of slam dunk energy. Step out in these adidas shoes and stride smoothly in fresh style that got its start on the B-ball court. Whether you've got an impossible to-do list or a carefree weekend ahead of you, the women's specific fit ensures comfort at every step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",80.0,56,InStock,M,Women,CL00127,CT083
H00948,Cloudfoam Pure 2.0  Shoes,"Step into these shoes for crisp, clean style and comfort. Thanks to their heritage adidas vibes, these running-inspired trainers make it easy to look calm, cool and collected. Whether you're hanging out with friends or trying not to get frazzled as you tick off your weekend to-do list, stay comfortable through it all. 

This product is made with Primegreen, a series of high-performance recycled materials.",70.0,56,InStock,XL,Women,CL00055,CT023
Q46111,Bryony Shoes,"Sleek, simple and full of slam dunk energy. Step out in these adidas shoes and stride smoothly in fresh style that got its start on the B-ball court. Whether you've got an impossible to-do list or a carefree weekend ahead of you, the women's specific fit ensures comfort at every step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",80.0,56,InStock,S,Women,CL00186,CT083
H00945,Cloudfoam Pure 2.0  Shoes,"Step into these shoes for crisp, clean style and comfort. Thanks to their heritage adidas vibes, these running-inspired trainers make it easy to look calm, cool and collected. Whether you're hanging out with friends or trying not to get frazzled as you tick off your weekend to-do list, stay comfortable through it all. 

This product is made with Primegreen, a series of high-performance recycled materials.",70.0,49,InStock,S,Women,CL00133,CT023
GY5100,Pureboost 21 Shoes,"A training plan is only as good as the effort you put into its execution. These adidas running shoes support your dedication with the incredible energy-return of Boost. The upper is made with recycled materials, so your run will feel great in more ways than one. 

This shoe is made with high-performance recycled materials and features an upper made with 50% recycled content.",130.0,91,InStock,M,Men,CL00116,CT022
H00465,Postmove Shoes,"Take inspiration from the original adidas Forum. Lace up these basketball shoes for a throwback look you can rock all over town. Enjoy pillowy-soft midsole cushioning as soon as you slip your feet in.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",70.0,56,InStock,XXL,Men,CL00005,CT084
GX3667,Ozelia Shoes,"Remember the '90s? That era of flourishing technology and loud style? The inspiration for these adidas shoes starts there. Borrowing a progressive spirit from the past, they step boldly into the present with a sleek, fast look. But when you wear them, you actually look ready for the future. Thick Adiprene cushioning helps take you there in comfort.",100.0,90,InStock,L,Men,CL00141,CT085
H00569,HER Studio London Adilette Slides,"The adidas Adilette Slides have always been about ease. Rushed for time? It takes seconds to slip them on. And style? Well, HER Studio London went ahead and took that even further with metallic pops clashing with checkered flashes.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",45.0,32,InStock,M,Women,CL00097,CT086
GV7307,Cloudfoam Pure 2.0  Shoes,"Step into these shoes for crisp, clean style and comfort. Thanks to their heritage adidas vibes, these running-inspired trainers make it easy to look calm, cool and collected. Whether you're hanging out with friends or trying not to get frazzled as you tick off your weekend to-do list, stay comfortable through it all. 

This product is made with Primegreen, a series of high-performance recycled materials.",70.0,56,InStock,XL,Women,CL00200,CT023
GV7757,Adilette Slides,"By the pool or on the street, slip into the legendary adidas slides that made sport sandals a style go-to. Soft color fades into a second color on the soft jelly bandage upper. The contoured footbed delivers the stability the Adilette is famous for.",45.0,32,InStock,XL,Women,CL00013,CT086
GX3631,Ozelia Shoes,"The best of the '90s isn't just on late night-television reruns. It's also here, distilled into these Ozelia Shoes. Loud and expressive, just like the era, they have a futuristic look fueled by adidas running DNA. Adiprene cushioning makes sure that wherever you're heading, you feel good long after you get there.",100.0,90,InStock,M,Men,CL00086,CT085
GY5099,Pureboost 21 Shoes,"A training plan is only as good as the effort you put into its execution. These adidas running shoes support your dedication with the incredible energy-return of Boost. The upper is made with recycled materials, so your run will feel great in more ways than one. 

This shoe is made with high-performance recycled materials and features an upper made with 50% recycled content.",130.0,91,InStock,L,Men,CL00082,CT022
H00141,Adilette Slides,You can still wear these adidas slides in cool weather. Just add socks and rock it. Flowers up top are sure to keep you dreaming of sunny days and poolside lounging. When the sun finally does come out? These are ready for it.,45.0,32,InStock,S,Women,CL00142,CT086
GW7536,Marimekko Adilette Slides,"When it comes to female empowerment, Marimekko doesn't just champion it, the Finnish brand was founded on it. On these Adilette slides two of our signature styles come together in a splash of colors. The classic adidas silhouette gets completely refreshed with the expressive wave graphic Marimekko created back in 1965. Still going strong.",45.0,32,InStock,L,Women,CL00024,CT086
FX5923,Adilette Slides,Slip on these adidas slides over a pair of socks and take your favorite footwear outside. A polka-dot print on the soft bandage upper gives them a summery feel.,45.0,32,InStock,M,Women,CL00032,CT086
H04248,Ozelia Shoes,"We may be a long way from the '90s, but these Ozelia Shoes are rooted in that loud, experimental era. Inspired by the adidas archives, the bold sneakers have a chunky build that's all about being noticed. They're sleek with a fast look, and when your days are fast-paced, the Adiprene cushioning helps out on the comfort side of things.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",100.0,90,InStock,S,Men,CL00157,CT085
GZ7745,ZX 2K Boost 2.0 Shoes,"Inspired by the digital and tactile satisfaction of our everyday. Reflective pops define the tech upper of the ZX 2K BOOST 2.0. Lace in, let the softness embrace your feet. The cushioning of wrapped Boost brings satisfaction to every step.",150.0,105,InStock,XL,Men,CL00039,CT023
GZ7734,ZX 2K Boost 2.0 Shoes,"Inspired by the digital and tactile satisfaction of our everyday. Reflective pops define the tech upper of the ZX 2K BOOST 2.0. Lace in, let the softness embrace your feet. The cushioning of wrapped Boost brings satisfaction to every step.",150.0,105,InStock,L,Men,CL00079,CT023
HA3053,Badge of Sport Classic Tee (Plus size),"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.

By buying cotton products from us, you're supporting more sustainable cotton farming.",25.0,20,InStock,XL,Women,CL00096,CT087
GY8283,ZX 2K Boost 2.0 Shoes,"These adidas ZX shoes may not be about speed anymore, but the running-inspired style still has the look of it. Bright colors flow throughout the textile upper to add a spark of flavor to your daily moves. All of it rides on energy-returning Boost cushioning.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",150.0,105,InStock,XXL,Men,CL00127,CT023
S97358,Fleece Sweatshirt,"As temperatures start to drop, this sweatshirt keeps you warmed up in soft fleece. The relaxed shape comfortably layers over your workout clothes. Sweat-wicking fabric helps you stay comfortable wherever the day takes you.",30.0,18,InStock,L,Men,CL00098,CT088
HE9397,Hyperglam Crop Crew Sweatshirt,"The Hyperglam Crop Crew Sweatshirt is cozy proof that you can still rock the cropped silhouette trend even when the temperatures drop.​
​
The hem is the only thing falling short in your new favorite wardrobe essential. With comfort at the forefront, the flattering cropped length and relaxed fit make it a casual-cool choice post-Barre class or for when you're catching up with friends in the park.
​
Cut from an unbelievably soft cotton-blend fabric, the iconic 3-Stripes detailing and subtle branding further elevate this winter staple.
​
Wear yours with high-rise sweatpants for maximum style points, or layer over a leotard for additional coverage.",60.0,48,InStock,L,Women,CL00039,CT042
GX8386,Swift X Shoes,"If you're looking for versatility, look no further than these adidas Swift X Shoes. Because the streamlined, Colorful style means you can keep things subtle, or go big on the drama. Maybe a mix of both? The point is, it's your call, and these go with just about any outfit. In fact, we can't think of one it wouldn't go with. Who doesn't love a ball gown and sneakers? A statement is a statement no matter where you are.",85.0,60,InStock,S,Women,CL00062,CT089
HF4154,Hyperglam Crop Crew Sweatshirt,"The Hyperglam Crop Crew Sweatshirt is cozy proof that you can still rock the cropped silhouette trend even when the temperatures drop.​
​
The hem is the only thing falling short in your new favorite wardrobe essential. With comfort at the forefront, the flattering cropped length and relaxed fit make it a casual-cool choice post-Barre class or for when you're catching up with friends in the park.
​
Cut from an unbelievably soft cotton-blend fabric, the iconic 3-Stripes detailing and subtle branding further elevate this winter staple.
​
Wear yours with high-rise sweatpants for maximum style points, or layer over a leotard for additional coverage.",60.0,48,InStock,S,Women,CL00137,CT042
H00142,Adilette Slides,You can still wear these adidas slides in cool weather. Just add socks and rock it. Flowers up top are sure to keep you dreaming of sunny days and poolside lounging. When the sun finally does come out? These are ready for it.,45.0,32,InStock,L,Women,CL00019,CT086
GX8387,Swift X Shoes,"If you're looking for versatility, look no further than these adidas Swift X Shoes. Because the streamlined, Colorful style means you can keep things subtle, or go big on the drama. Maybe a mix of both? The point is, it's your call, and these go with just about any outfit. In fact, we can't think of one it wouldn't go with. Who doesn't love a ball gown and sneakers? A statement is a statement no matter where you are.",85.0,60,InStock,M,Women,CL00209,CT089
GZ7733,ZX 2K Boost 2.0 Shoes,"Inspired by the digital and tactile satisfaction of our everyday. Reflective pops define the tech upper of the ZX 2K BOOST 2.0. Lace in, let the softness embrace your feet. The cushioning of wrapped Boost brings satisfaction to every step.",150.0,105,InStock,S,Men,CL00166,CT023
H45371,adidas Sportswear Comfy & Chill Full Zip Hoodie,"Make no mistake. Doing nothing is actually doing something. It's resetting. Unwinding. Rewarding all your hard work. So do nothing, or do something – and can we suggest doing it in this adidas hoodie? Because the ultra-soft French terry fabric provides one of the best rewards to it all: comfort. Settle in. It's easy to do with this sweatshirt.",70.0,56,InStock,M,Men,CL00054,CT090
H47892,adidas Sportswear Seasonals Stadium Shorts,"Is there anything that says ease more than sweat shorts? What about comfort? The answer is no. Let us tell you why using these adidas shorts as an example. You've got ultra-cozy French terry material. An elastic, adjustable waist means personalized comfort. Plus they straight up just go practically anywhere. It's universally accepted. Pre-workout, post-session, that's about 23 hours a day you can be feeling good in these shorts.",40.0,32,InStock,XL,Women,CL00102,CT091
HA5836,adidas Sportswear Future Icons Camo Graphic Sweatshirt,"Move from gym to work to home without skipping a beat in this adidas sweatshirt. Covered in a modern camouflage design, it brings stealth style to your everyday look. Soft cotton French terry keeps you comfortable every step of the way.

This product is made with Primegreen, a series of high-performance recycled materials.",60.0,48,InStock,S,Men,CL00054,CT092
H00541,EQ21 Run Shoes,"Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80.0,64,InStock,XXL,Women,CL00036,CT051
HA3052,Badge of Sport Classic Tee (Plus size),"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.

By buying cotton products from us, you're supporting more sustainable cotton farming.",25.0,20,InStock,XL,Women,CL00028,CT087
GW8086,EQ21 Run Shoes,"Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80.0,64,InStock,XXL,Women,CL00142,CT051
H45369,adidas Sportswear Comfy & Chill Full Zip Hoodie,"Make no mistake. Doing nothing is actually doing something. It's resetting. Unwinding. Rewarding all your hard work. So do nothing, or do something – and can we suggest doing it in this adidas hoodie? Because the ultra-soft French terry fabric provides one of the best rewards to it all: comfort. Settle in. It's easy to do with this sweatshirt.",70.0,56,InStock,M,Men,CL00102,CT090
H44967,Predators Long Sleeve Tee,Go Predators! Represent Nashville in this adidas hockey t-shirt as your team protects the puck. Ultra-soft ringspun cotton gives it a smooth feel to match your enthusiasm.,30.0,24,InStock,XL,Men,CL00074,CT034
H00538,EQ21 Run Shoes,"Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80.0,56,InStock,L,Women,CL00015,CT051
HA2442,adidas Equipment Tiro Track Pants,"It's been three decades since adidas Equipment style made its indelible mark on soccer culture. To celebrate its larger-than-life look, these Tiro pants go all out with bold blocks of color down the sides and a two-tone adidas Badge of Sport on the hip. AEROREADY absorbs moisture, and a classic Tiro tapered fit keeps you streamlined in case you need to show off your fancy footwork.",50.0,40,InStock,XL,Men,CL00070,CT093
HA3054,Badge of Sport Classic Tee (Plus size),"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.

By buying cotton products from us, you're supporting more sustainable cotton farming.",25.0,20,InStock,S,Women,CL00055,CT087
H32387,Fold-Cuff Crew Socks 3 Pairs,"Classic crew socks. Is there anything better? How about a touch of adidas attitude and the option to wear them two ways. Pull these socks up high to rep your brand pride, or fold down the cuff to flaunt a Trefoil on the other side. One up and one down? You've got options.

This product is made with recycled content as part of our ambition to end plastic waste.",14.0,10,InStock,XXL,Originals,CL00181,CT047
GN4894,Fold-Cuff Crew Socks 3 Pairs,"Classic crew socks. Is there anything better? How about a touch of adidas attitude and the option to wear them two ways. Pull these socks up high to rep your brand pride, or fold down the cuff to flaunt a Trefoil on the other side. One up and one down? You've got options.

This product is made with recycled content as part of our ambition to end plastic waste.",14.0,9,InStock,S,Originals,CL00113,CT047
GS3917,adidas x Zoe Saldana Feelbrilliant AEROREADY 7/8 Printed Sport Tights,"Move through your day with total confidence in these adidas tights. A snug fit lets you bend and flex naturally, with coverage in all the right places. Stay feeling fresh and dry even after a sweaty workout and get on with your day without missing a beat.",50.0,40,InStock,M,Women,CL00109,CT046
H00474,adidas Sleek Shoes,"In collaboration with HER Studio London, these adidas Sleek Shoes keep things clean while adding a pop of color on the heel. Because it wouldn't be a collaboration with the women-led design studio if there wasn't a distinctive print. It's their signature, after all. Perforated 3-Stripes root the look in adidas heritage.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",80.0,56,InStock,S,Women,CL00038,CT094
H20475,Marimekko Oversize Tee,"Celebrate color. Celebrate you. Wrap up in a bright, bold print from Finnish design house Marimekko and dare to let your creative, colorful and absolutely unique voice shine. The loose cut and soft cotton of this adidas t-shirt keep you comfy while you're at it. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",40.0,32,InStock,M,Women,CL00195,CT095
GU0890,Classic Waist Bag,"When you've got ground to cover and places to be, you don't want to get bogged down by your gear. Travel fast and light with this adidas waist bag. Buckle it around your waist to go hands-free or sling it across your body to tie off your look. However you wear it, all your essentials will stay securely zipped inside. 

This product is made with recycled content as part of our ambition to end plastic waste.",20.0,16,InStock,M,Training,CL00188,CT096
H20233,Cropped Letter Hoodie,"Play up casual style with a bold adidas graphic. This cropped hoodie takes your look to the next level with collegiate block lettering on the raglan sleeves. Soft French terry keeps you comfortable all day. Pair with a denim skirt and platform shoes for an outfit that feels effortlessly cool. 

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is made with recycled content as part of our ambition to end plastic waste.",65.0,52,InStock,S,Women,CL00071,CT097
H28797,AEROREADY Designed to Move Sport Motion Logo Hoodie,"For the person who's always on the move, this training hoodie matches your busy lifestyle step for step. From a morning run to a chilly shootaround in the park, stay layered up and warm while moving freely and comfortably. The adidas Badge of Sport completes the sports-inspired, daily-wear look.",65.0,52,InStock,S,Men,CL00029,CT071
GZ2668,Tensor Run Shoes,"One pair for every activity? In these kids' shoes, they'll stay comfortable everywhere they roam. The breathable upper keeps feet cool while a lightweight unitsole cushions their steps. Welded 3-Stripes on the sides are instantly recognizable.",45.0,36,InStock,M,Kids,CL00200,CT051
FY2858,Supernova+ Shoes,"Take off. Touch down. Repeat. The process is simple, but not always easy. These adidas running shoes keep you comfortable from your first mile to your first race. The plus in the name refers to the extra Boost in the hybrid midsole, which gives this version of the Supernova more energy return. The engineered mesh upper provides support and ventilation where you need it most.",120.0,96,InStock,S,Men,CL00122,CT098
